"","geneSet","description","link","size","overlap","expect","enrichmentRatio","pValue","FDR","overlapId","userId","CellType","Comparison","DB","Direction"
"43","GO:0120031","plasma membrane bounded cell projection assembly","http://amigo.geneontology.org/amigo/term/GO:0120031",477,35,17.3122853574774,2.02168571492978,6.02971580969669e-05,0.0244806461873686,"12589;13193;14163;15379;17152;19893;51938;52398;54562;56526;64009;67425;67661;68121;69329;70235;70415;74025;74694;75769;93840;102747;110350;216274;216846;228880;230872;231148;231214;236266;239789;244585;329795;381738;544696","Vangl2;Zmynd8;Ccdc39;Plppr5;Tmem67;Cfap206;Crocc;Drc1;Ift172;Ablim2;Cc2d2a;Sept11;Ift81;Alms1;Eps8l1;Rpgrip1l;Dync2h1;Lrrc49;Onecut1;Cep70;Nphp3;Poc1a;Syne1;Tbc1d32;Cep290;Tbc1d30;Cntrob;Mak;Lrrc6;Gmnc;Rpgr;Sept6;Stk26;Dcx;Fgd1","Excitatory","FCDvsSHAM","BP","Down"
"44","GO:0007215","glutamate receptor signaling pathway","http://amigo.geneontology.org/amigo/term/GO:0007215",91,12,3.30276303465501,3.63332151719248,0.000105815994933534,0.0286408626286764,"13844;14803;18795;19417;19418;26557;53623;54376;74513;108069;246317;382018","Plcb1;Ephb2;Grm3;Homer2;Cacng3;Unc13a;Neto2;Rasgrf1;Rasgrf2;Grid1;Neto1;Gria3","Excitatory","FCDvsSHAM","BP","Down"
"45","GO:0034765","regulation of ion transmembrane transport","http://amigo.geneontology.org/amigo/term/GO:0034765",430,31,15.606462691227,1.98635658914729,0.000217528106098763,0.0343436322173947,"11438;12298;12724;12921;13844;16512;16519;16524;16528;16531;18750;18795;19417;19418;20265;20273;20927;54376;74513;80906;110862;170738;238271;239556;241528;246317;329152;380728;381812;432442;433809","Hecw2;Kcnj9;Cacnb4;Kcnj3;Kcnh7;Scn1a;Lrrc55;Plcb1;Chrna4;Ephb2;Rnf207;Cracr2a;Abcc8;Cacng3;Neto2;Rasgrf1;Akap7;Kcnh4;Crhr1;Prkca;Kcnh5;Rasgrf2;Kcnma1;Kcnq3;Cacna1i;Kcnh3;Scn8a;Clcn2;Neto1;Kcnk4;Kcnip2","Excitatory","FCDvsSHAM","BP","Down"
"46","GO:0045666","positive regulation of neuron differentiation","http://amigo.geneontology.org/amigo/term/GO:0045666",411,30,14.9168748048704,2.01114512204694,0.000221673820414381,0.0343436322173947,"12043;13047;13131;13193;13543;13838;15566;16800;17005;18481;18845;19876;22067;54712;71461;75769;93759;104156;109880;114606;116838;211232;216166;223255;228880;232560;320705;328572;382018;100040531","Bend6;Epha4;Bcl2;Plxna2;Ltk;Zmynd8;Arhgef2;Plppr5;Dab1;Cux1;Braf;Cpne9;Caprin2;Unc13a;Sirt1;Plk5;Tle6;Plxnc1;Dvl2;Stk24;Rims2;Ep300;Etv5;Robo1;Dynlt1f;Ptk7;Htr7;Pak3;Dcx;Trpc5","Excitatory","FCDvsSHAM","BP","Down"
"47","GO:0099177","regulation of trans-synaptic signaling","http://amigo.geneontology.org/amigo/term/GO:0099177",477,33,17.3122853574774,1.90616081693379,0.000292154288092594,0.0343436322173947,"11438;11514;11941;12298;12921;13838;13844;14803;15566;18750;18795;18798;19088;19417;19418;20907;23945;54376;54525;60510;64009;80883;108069;109880;116838;228880;230085;241568;243931;246317;270190;382018;432442","Epha4;Cacnb4;Lrrc4c;Plcb1;Plcb4;Zmynd8;Chrna4;Ntng1;Phf24;Ephb2;Grm3;Stx1a;Braf;Mgll;Atp2b2;Tshz3;Syt9;Cacng3;Unc13a;Rasgrf1;Ephb1;Syne1;Akap7;Crhr1;Prkca;Prkar2b;Rasgrf2;Grid1;Rims2;Adcy8;Neto1;Syt7;Htr7","Excitatory","FCDvsSHAM","BP","Down"
"48","GO:0042391","regulation of membrane potential","http://amigo.geneontology.org/amigo/term/GO:0042391",418,30,15.1709334998439,1.9774656582806,0.00029606579497754,0.0343436322173947,"11438;12043;12298;14168;14403;16512;16526;16531;20265;20273;20513;20907;22067;53623;64009;68667;80906;110862;116838;170738;224661;228880;237213;238271;239556;240776;246317;380728;432442;433809","Bcl2;Kcnt2;Kcnk2;Cacnb4;Kcnh7;Scn1a;Zmynd8;Chrna4;Rnf207;Gabrd;Stx1a;Trpm4;Syne1;Akap7;Slc1a6;Kcnh4;Kcnh5;Kcnma1;Rims2;Kcnq3;Cacna1i;Kcnh3;Scn8a;Slc26a8;Neto1;Kcnip2;Gria3;Fgf13;Trpc5;Glra2","Excitatory","FCDvsSHAM","BP","Down"
"49","GO:1905114","cell surface receptor signaling pathway involved in cell-cell signaling","http://amigo.geneontology.org/amigo/term/GO:1905114",486,33,17.6389322510147,1.87086154254613,0.000408317770161815,0.0414442536714242,"11438;11865;13543;13607;14165;14180;14783;17127;18099;19273;20378;20907;21888;22289;26416;56484;64009;68667;71268;71461;74025;93840;108079;114606;116838;192199;216795;228880;232560;237213;246317;328949;666048","Vangl2;Frzb;Zmynd8;Chrna4;Prkaa2;Trabd2b;Rspo1;Ptpru;Stx1a;Caprin2;Trpm4;Arntl;Smad3;Nphp3;Lrrfip2;Syne1;Foxo3;Tle6;Grb10;Wnt9a;Dvl2;Nlk;Fgf10;Fgf9;Rims2;Mapk14;Ptk7;Mcc;Neto1;Tle4;Kdm6a;Eda;Glra2","Excitatory","FCDvsSHAM","BP","Down"
"50","GO:0007626","locomotory behavior","http://amigo.geneontology.org/amigo/term/GO:0007626",225,19,8.16617233843272,2.32667144563919,0.000556799248813133,0.0483444083880161,"11438;11514;11941;12298;12444;12921;13131;13838;16531;16847;17844;18166;20265;20273;56747;104156;214230;229599;271564","Epha4;Cacnb4;Scn1a;Pak6;Chrna4;Ciart;Mup5;Lepr;Dab1;Sez6l;Atp2b2;Ccnd2;Npy1r;Crhr1;Kcnma1;Adcy8;Scn8a;Etv5;Vps13a","Excitatory","FCDvsSHAM","BP","Down"
"51","GO:0009187","cyclic nucleotide metabolic process","http://amigo.geneontology.org/amigo/term/GO:0009187",41,7,1.48805807055885,4.70411749278783,0.000610859045423906,0.0483444083880161,"11514;11941;12298;19883;23984;29863;230103","Cacnb4;Npr2;Atp2b2;Rora;Pde7b;Adcy8;Pde10a","Excitatory","FCDvsSHAM","BP","Down"
"52","GO:0045444","fat cell differentiation","http://amigo.geneontology.org/amigo/term/GO:0045444",228,19,8.27505463627849,2.29605734767025,0.000654911936290858,0.0483444083880161,"11865;14165;15370;17127;18795;19883;20378;26416;56072;56469;68667;76905;81703;93759;106565;225791;228019;236266;328572","Mettl8;Frzb;Plcb1;Alms1;Trpm4;Arntl;Pias1;Smad3;Rora;Sirt1;Jdp2;Fgf10;Ep300;Nr4a1;Mapk14;Dlk2;Lrg1;Zadh2;Lgals12","Excitatory","FCDvsSHAM","BP","Down"
"53","GO:0044450","microtubule organizing center part","http://amigo.geneontology.org/amigo/term/GO:0044450",169,10,1.84083583416694,5.43231493780944,1.41268795237348e-05,0.00235918888046371,"18004;51885;52184;72507;76707;99100;108686;269702;271813;277939","Clasp1;Agbl2;Tubgcp4;Cep152;Odf2l;Mphosph9;C2cd3;Nek1;Dzip1l;Ccdc88a","Astro","FCDvsNT","CC","Down"
"54","GO:0016607","nuclear speck","http://amigo.geneontology.org/amigo/term/GO:0016607",355,12,3.86684450372346,3.10330554757114,0.000450403738545324,0.0376087121685346,"17344;18795;26374;26383;56194;67039;67040;69188;72567;192196;218543;432508","Cop1;Prpf40a;Plcb1;Kmt2e;Luc7l2;Fto;Bclaf1;Cpsf6;Rbm25;Srek1;Ddx17;Pias2","Astro","FCDvsNT","CC","Down"
"55","GO:0016607","nuclear speck","http://amigo.geneontology.org/amigo/term/GO:0016607",355,44,17.5980882516394,2.50027158466494,1.31627472255147e-08,2.19817878666095e-06,"12298;14897;17356;18139;18795;20624;22427;26374;26416;54614;55935;56194;56417;56469;56711;66118;66313;66645;66874;66880;67039;67040;67684;69131;69188;69207;71514;72567;72826;74648;75560;80912;94315;104570;170791;192196;218543;225131;228005;236732;329260;331401;338351;432508","Trip12;Dennd1b;Cop1;Cacnb4;Prpf40a;Ppig;Fnbp4;Plcb1;Rbm39;Rsrc1;Prcc;Adar;Srsf11;Plag1;Sfpq;S100pbp;Pum1;Kmt2e;Ep400;Luc7l2;Zfp638;Wrn;Fam76b;Pias1;Bclaf1;Cpsf6;Sarnp;Ppp4r3b;Ncbp3;Luc7l3;Cdk12;Eftud2;Smurf2;Rbm25;Srek1;Pspc1;Ddx17;Prpf40b;Afdn;Mapk14;Wac;Rbm10;Akap17b;Thoc2","Excitatory","FCDvsNT","CC","Down"
"56","GO:0005813","centrosome","http://amigo.geneontology.org/amigo/term/GO:0005813",493,52,24.4390352339669,2.12774356688709,1.41675404075059e-07,1.18298962402674e-05,"12121;12531;12589;12877;14050;18004;18536;19893;21821;22427;28135;52184;54141;56430;67161;68259;70470;71492;71710;72140;74081;76073;76251;76707;77963;104570;105377;108686;212514;216274;217232;217718;218294;223499;224023;225523;230163;230249;232560;236266;237222;244585;245902;277939;319675;320191;329795;338349;381644;382010;545389;100038725","Clasp1;Cep350;Cep170;Cdc25b;Rprd1b;Lrrcc1;Bbs7;Sclt1;Ift80;Odf2l;Tmem67;Aldob;Ecpas;Cntln;Hook1;Eya3;Cep135;Ift81;Clip1;Alms1;Caprin2;Bicd1;Cep89;Cpeb1;C2cd3;Hook3;Wrn;Pcm1;Cep44;Nek1;Rpgrip1l;Cep295;Ccdc15;Cep63;Cep85l;Cep290;Ppp4r3b;Ccdc88a;Spag5;Cdc27;Nek9;Ercc6l2;Cdc14b;Slf1;Ift88;Dcaf13;Klhl22;Spice1;Cep120;Pcgf5;Rpgr;Ofd1","Excitatory","FCDvsNT","CC","Down"
"57","GO:0044450","microtubule organizing center part","http://amigo.geneontology.org/amigo/term/GO:0044450",169,25,8.37768144937201,2.98411919229443,7.96246016121493e-07,4.43243615640965e-05,"18004;18536;21821;28135;52184;54141;54648;67161;71710;72140;74081;76707;108686;212514;216274;225523;230163;236266;237222;277939;319675;320191;338349;381644;545389","Clasp1;Cep350;Cep170;Lrrcc1;Sclt1;Odf2l;Aldob;Cntln;Cep135;Alms1;Cep89;C2cd3;Hook3;Pcm1;Nek1;Cep295;Cep63;Cep290;Ccdc88a;Spag5;Ift88;Spice1;Cep120;Ccdc120;Ofd1","Excitatory","FCDvsNT","CC","Down"
"58","GO:0044441","ciliary part","http://amigo.geneontology.org/amigo/term/GO:0044441",424,39,21.0185617428032,1.85550279211439,0.000127395364291516,0.00531875645917079,"12589;13193;16367;18536;18764;19272;19893;21821;52184;54648;67161;68146;68259;71492;72140;74025;74694;77040;99371;100972;104871;108686;110350;207686;213081;216274;228094;230500;236266;237222;244585;244650;277939;320634;328108;329795;380614;545389;654470","Irs1;Atg16l1;Cep170;Cerkl;Arfgef2;Bbs7;Intu;Sclt1;Ift80;Odf2l;Tmem67;Efcab7;Cfap69;Rab28;Wdr19;Pkd2;Tctn1;Ift81;Alms1;Cep89;C2cd3;Pcm1;Rpgrip1l;Phlpp2;Dync2h1;Nphp3;Ptprk;Cep290;Tbc1d30;Ccdc88a;Togaram1;Spata7;Ift88;Arl13b;Ccdc120;Rpgr;Ocrl;Dcx;Ofd1","Excitatory","FCDvsNT","CC","Down"
"59","GO:0005819","spindle","http://amigo.geneontology.org/amigo/term/GO:0005819",321,31,15.9126375458486,1.94813712753028,0.000270856726962698,0.00904661468055412,"11920;12211;12338;12531;12877;18764;20842;26390;26416;28135;54141;64009;68142;72140;72400;72425;73139;74081;76499;76707;78798;212514;217031;217232;218294;224023;236266;271981;319675;382010;545389","Clasp1;Cep350;Cep170;Katnbl1;Ino80;Mapkbp1;Cdc25b;Tbck;Pkd2;Alms1;Cep89;Cpeb1;Cep44;Cep295;Atm;Stag1;Cep63;Clasp2;Syne1;Cenpv;Spag5;Tada2a;Cdc27;Cdc14b;Pinx1;Klhl22;Spice1;Mapk14;Birc6;Eml4;Capn6","Excitatory","FCDvsNT","CC","Down"
"60","GO:0000151","ubiquitin ligase complex","http://amigo.geneontology.org/amigo/term/GO:0000151",265,26,13.136601089252,1.97920297825535,0.00065884675798511,0.017688112094493,"17222;22222;23806;26374;27418;50753;52563;59024;63958;66313;68795;74106;74125;76073;76857;98193;114893;217232;223499;224023;226541;236904;241915;242960;277854;321006","Cop1;Klhl20;Dcaf6;Dcaf8;Spopl;Ubr3;Ubr1;Anapc1;Phc3;Dcun1d1;Ube4b;Depdc5;Fbxl5;Mkln1;Fbxo8;Arih1;Armc8;Dcaf1;Cdc27;Smurf2;Dcaf13;Klhl22;Cdc23;Pcgf5;Klhl15;Med12","Excitatory","FCDvsNT","CC","Down"
"61","GO:0035770","ribonucleoprotein granule","http://amigo.geneontology.org/amigo/term/GO:0035770",197,21,9.76569967767033,2.15038355603105,0.000741417872224259,0.017688112094493,"11865;12753;12877;14391;15568;21841;21843;64009;66118;67070;72068;76071;76850;80912;227331;230594;233833;234594;235441;240255;319817","Gigyf2;Rc3h2;Gabpb1;Tut4;Ago4;Pum1;Jakmip1;Clock;Tia1;Lsm14a;Cpeb1;Arntl;Tnrc6a;Tial1;Elavl1;Cnot1;Usp3;Syne1;Cnot2;Sarnp;Ythdc2","Excitatory","FCDvsNT","CC","Down"
"62","GO:0061695","transferase complex, transferring phosphorus-containing groups","http://amigo.geneontology.org/amigo/term/GO:0061695",232,23,11.5007224630432,1.99987436214628,0.00115576495345682,0.0241265934034111,"11480;12421;12455;12572;16367;19777;21374;51897;54607;57261;67486;69131;70408;70428;70470;72504;72895;72949;75137;83602;110094;214498;216233","Rb1cc1;Irs1;Ccnt2;Cdc73;Acvr2a;Atg13;Polr3f;Rprd1b;Rprd2;Setd5;Uri1;Polr3b;Socs2;Cdk12;Gtf2a1;Polr3g;Cdk7;Ccnt1;Tbp;Brd4;Taf4b;Socs6;Phka2","Excitatory","FCDvsNT","CC","Down"
"63","GO:0097730","non-motile cilium","http://amigo.geneontology.org/amigo/term/GO:0097730",131,15,6.49394242525286,2.3098449320508,0.00203953958239356,0.0378447900288582,"18764;19272;19893;21821;68146;71492;72140;104871;207686;213081;216274;228094;244585;244650;320634","Cerkl;Bbs7;Cfap69;Wdr19;Pkd2;Cep89;Rpgrip1l;Phlpp2;Ptprk;Cep290;Spata7;Ift88;Arl13b;Rpgr;Ocrl","Excitatory","FCDvsNT","CC","Down"
"64","GO:0098687","chromosomal region","http://amigo.geneontology.org/amigo/term/GO:0098687",276,25,13.6818939646549,1.82723240397738,0.0025460934489614,0.0425197605976553,"11920;12617;15201;15260;19356;22427;27223;54141;59015;68014;68298;72400;73139;74355;76499;76707;76719;101185;109241;218973;225888;226747;269254;269966;331401","Clasp1;Ahctf1;Setx;Mbd5;Nup160;Trp53bp1;Cenpc1;Pot1a;Ncapd2;Nup98;Wrn;Atm;Zwilch;Clasp2;Cenpv;Spag5;Kansl1;Rad17;Wdhd1;Pinx1;Hira;Smchd1;Kmt5b;Hells;Thoc2","Excitatory","FCDvsNT","CC","Down"
"65","GO:0008023","transcription elongation factor complex","http://amigo.geneontology.org/amigo/term/GO:0008023",50,8,2.47860397910415,3.22762331838565,0.0029309757035787,0.0444975402270584,"12455;57261;69131;72895;72949;93697;192657;214498","Ccnt2;Cdc73;Setd5;Ice2;Cdk12;Ell2;Ccnt1;Brd4","Excitatory","FCDvsNT","CC","Down"
"66","GO:0044450","microtubule organizing center part","http://amigo.geneontology.org/amigo/term/GO:0044450",169,14,4.18884072468601,3.34221349536976,7.5072779114338e-05,0.0125371541120944,"18004;19877;21821;66573;67161;74081;76260;76967;108686;211484;246102;320191;338349;545389","Tsga10;Cep350;Cep170;Sclt1;Cntln;Hook3;Nek1;Ccdc88a;2700049A03Rik;Ttc8;Ift88;Dzip1;Rock1;Rttn","Inhibitory","FCDvsNT","CC","Down"
"67","GO:0031012","extracellular matrix","http://amigo.geneontology.org/amigo/term/GO:0031012",416,3,0.138712904301434,21.6274038461539,9.81733099256754e-05,0.0163949427575878,"12842;12843;74145","Col1a2;Col1a1;F13a1","Microglia","FCDvsNT","CC","Down"
"68","GO:0005581","collagen trimer","http://amigo.geneontology.org/amigo/term/GO:0005581",75,2,0.0250083361120373,79.9733333333333,0.000204602520047947,0.0170843104240036,"12842;12843","Col1a2;Col1a1","Microglia","FCDvsNT","CC","Down"
"69","GO:1905368","peptidase complex","http://amigo.geneontology.org/amigo/term/GO:1905368",89,5,0.306657774813827,16.3048205871693,1.17334505780331e-05,0.00195948624653153,"26441;26443;26446;66413;103554","Psma4;Psme4;Psmb3;Psma6;Psmd6","Oligo","FCDvsNT","CC","Down"
"70","GO:0060076","excitatory synapse","http://amigo.geneontology.org/amigo/term/GO:0060076",71,2,0.023674558186062,84.4788732394366,0.00018327524832229,0.0306069664698224,"11514;320405","Cadps2;Adcy8","Endo","FCDvsSHAM","CC","Down"
"71","GO:0098978","glutamatergic synapse","http://amigo.geneontology.org/amigo/term/GO:0098978",473,41,17.1388240524619,2.39222947119937,1.44200508866987e-07,2.40814849807869e-05,"11514;11941;12298;12564;12671;13497;13838;13844;14403;14803;16531;16800;18481;18795;18798;19088;20273;20350;20513;20907;23792;26416;26557;29867;52398;53623;54376;54525;80883;104418;108069;109135;116838;216028;223254;241568;243499;246317;270190;320405;382018","Adam23;Epha4;Cacnb4;Dgkz;Lrrc4c;Plcb1;Plcb4;Arhgef2;Ntng1;Ephb2;Gabrd;Grm3;Sept11;Cabp1;Stx1a;Cadps2;Lrrtm4;Atp2b2;Plekha5;Homer2;Cacng3;Unc13a;Cdh8;Ephb1;Sema3f;Lrrtm3;Slc1a6;Prkar2b;Chrm3;Kcnma1;Grid1;Farp1;Rims2;Adcy8;Scn8a;Mapk14;Neto1;Syt7;Gria3;Drp2;Pak3","Excitatory","FCDvsSHAM","CC","Down"
"72","GO:0097060","synaptic membrane","http://amigo.geneontology.org/amigo/term/GO:0097060",479,40,17.3562298543959,2.30464797571628,5.55610746966195e-07,4.63934973716773e-05,"11438;11514;11941;12564;12671;13497;13838;13844;14403;14803;15566;16519;16524;16531;20265;20273;20513;20907;23792;26557;53623;54376;54525;58998;64009;80883;83762;108069;116838;216028;223254;230868;237213;241568;243043;243499;246317;320405;330914;382018","Adam23;Epha4;Kcnj9;Kcnj3;Scn1a;Lrrc4c;Chrna4;Ntng1;Ephb2;Igsf21;Gabrd;Grm3;Otof;Kctd8;Stx1a;Cadps2;Lrrtm4;Atp2b2;Homer2;Cacng3;Unc13a;Cdh8;Arhgap32;Syne1;Lrrtm3;Slc1a6;Chrm3;Kcnma1;Grid1;Farp1;Rims2;Adcy8;Scn8a;Nectin3;Neto1;Syt7;Htr7;Gria3;Drp2;Glra2","Excitatory","FCDvsSHAM","CC","Down"
"73","GO:0060076","excitatory synapse","http://amigo.geneontology.org/amigo/term/GO:0060076",71,12,2.57263532288541,4.66447766352718,7.82645281427463e-06,0.000435672539994621,"11514;11941;16519;16524;18798;20273;20513;53623;54376;246317;320405;382018","Kcnj9;Kcnj3;Plcb4;Cadps2;Atp2b2;Cacng3;Unc13a;Slc1a6;Adcy8;Scn8a;Neto1;Gria3","Excitatory","FCDvsSHAM","CC","Down"
"74","GO:0098984","neuron to neuron synapse","http://amigo.geneontology.org/amigo/term/GO:0098984",404,30,14.6386573302212,2.04936828038632,0.000141445963610876,0.00590536898075406,"11514;11941;12671;13131;13497;13823;13838;14803;16800;18481;18798;20273;20907;26557;52398;53623;54376;54525;58998;60510;74513;104418;108069;109135;216028;241568;243499;246317;330914;432442","Epha4;Dgkz;Lrrc4c;Plcb4;Arhgef2;Dab1;Grm3;Sept11;Stx1a;Lrrtm4;Atp2b2;Plekha5;Homer2;Syt9;Cacng3;Neto2;Arhgap32;Akap7;Lrrtm3;Chrm3;Grid1;Adcy8;Scn8a;Nectin3;Epb41l3;Neto1;Syt7;Gria3;Drp2;Pak3","Excitatory","FCDvsSHAM","CC","Down"
"75","GO:1990351","transporter complex","http://amigo.geneontology.org/amigo/term/GO:1990351",296,24,10.7253528954096,2.23768860885425,0.000181233088497379,0.00605318515581246,"11438;12298;12724;14403;16519;16526;16528;16531;20190;20265;20273;20907;20927;22067;53623;54376;68667;80906;110862;229759;237213;239556;241528;243499","Kcnk2;Cacnb4;Kcnj3;Scn1a;Lrrc55;Chrna4;Olfm3;Gabrd;Stx1a;Lrrtm4;Ryr1;Trpm4;Abcc8;Cacng3;Kcnma1;Kcnq3;Cacna1i;Scn8a;Clcn2;Kcnk4;Kcnip2;Gria3;Trpc5;Glra2","Excitatory","FCDvsSHAM","CC","Down"
"76","GO:0044441","ciliary part","http://amigo.geneontology.org/amigo/term/GO:0044441",424,29,15.3633433366678,1.8876099664313,0.00071495353813178,0.0180630837629355,"12589;12879;13193;16367;17152;18750;19088;19893;51938;56526;67661;68870;69329;70235;74025;74694;107477;110350;170735;216274;228094;230872;231214;236266;244585;244650;320129;329795;381738","Irs1;Ak8;Cerkl;Ccdc39;Tmem67;Cfap206;Crocc;Drc1;Ift172;Cc2d2a;Grk3;Ift81;Alms1;Rpgrip1l;Phlpp2;Dync2h1;Nphp3;Poc1a;Cep290;Tbc1d30;Prkca;Cys1;Prkar2b;Mak;Guca1b;Rpgr;Sept6;Arr3;Dcx","Excitatory","FCDvsSHAM","CC","Down"
"77","GO:0033267","axon part","http://amigo.geneontology.org/amigo/term/GO:0033267",446,30,16.160497943759,1.85637844232303,0.000760961475579358,0.0180630837629355,"12564;12671;13193;13823;13838;14168;15566;16401;16526;16531;18667;18750;19417;19876;20265;20273;22067;23945;53623;54525;56526;63955;76161;93759;110862;117606;231876;243931;382018;100040531","Epha4;Kcnk2;Scn1a;Itga4;Lamp5;Lmtk2;Mgll;Tshz3;Unc13a;Cdh8;Pgr;Rasgrf1;Sirt1;Prkca;Chrm3;Kcnma1;Kcnq3;Scn8a;Boc;Robo1;Dynlt1f;Epb41l3;Cables1;Syt7;Htr7;Sept6;Gria3;Fgf13;Dcx;Trpc5","Excitatory","FCDvsSHAM","CC","Down"
"78","GO:0048786","presynaptic active zone","http://amigo.geneontology.org/amigo/term/GO:0048786",84,10,3.04368122707569,3.28549517966696,0.000866938882131407,0.0180630837629355,"11514;11941;16531;20273;20907;80883;83762;108069;116838;382018","Ntng1;Grm3;Otof;Stx1a;Atp2b2;Unc13a;Kcnma1;Rims2;Adcy8;Scn8a","Excitatory","FCDvsSHAM","CC","Down"
"79","GO:0099572","postsynaptic specialization","http://amigo.geneontology.org/amigo/term/GO:0099572",412,28,14.9285317327998,1.87560307344094,0.000973459603990534,0.0180630837629355,"11438;11514;11941;12671;13131;13497;13823;13838;14803;16800;18481;18798;20273;20907;26557;52398;53623;54376;58998;74513;104418;108069;109135;216028;241568;243499;246317;330914","Epha4;Dgkz;Lrrc4c;Plcb4;Chrna4;Arhgef2;Dab1;Grm3;Sept11;Stx1a;Lrrtm4;Atp2b2;Plekha5;Homer2;Cacng3;Neto2;Arhgap32;Lrrtm3;Chrm3;Grid1;Adcy8;Scn8a;Nectin3;Epb41l3;Neto1;Gria3;Drp2;Pak3","Excitatory","FCDvsSHAM","CC","Down"
"80","GO:0001917","photoreceptor inner segment","http://amigo.geneontology.org/amigo/term/GO:0001917",50,7,1.81171501611648,3.86374233128834,0.00200855907013198,0.033542936471204,"17152;107477;170735;228094;230872;244650;100040531","Cerkl;Crocc;Phlpp2;Mak;Dynlt1f;Guca1b;Arr3","Excitatory","FCDvsSHAM","CC","Down"
"81","GO:0098978","glutamatergic synapse","http://amigo.geneontology.org/amigo/term/GO:0098978",473,4,0.420584639324219,9.51057082452431,0.00044574113089757,0.0390637217726022,"14803;14804;24012;243499","Rgs7;Grid2;Lrrtm4;Grid1","Endo","PILOvsSHAM","CC","Down"
"82","GO:0097060","synaptic membrane","http://amigo.geneontology.org/amigo/term/GO:0097060",479,4,0.42591975102812,9.39144050104384,0.000467829003264697,0.0390637217726022,"14803;14804;24012;243499","Rgs7;Grid2;Lrrtm4;Grid1","Endo","PILOvsSHAM","CC","Down"
"83","GO:0097060","synaptic membrane","http://amigo.geneontology.org/amigo/term/GO:0097060",479,21,6.33555629654329,3.31462605919194,1.01897655357952e-06,0.00017016908444778,"13869;14401;14407;14802;19281;20265;20979;23792;50873;53623;108071;116837;170571;224997;232333;242443;243499;244310;268345;319924;383348","Rims1;Adam23;Erbb4;Scn1a;Ptprt;Grin3a;Lrrtm4;Slc6a1;Gabrg3;Grm5;Dlgap2;Cntnap4;Gria4;Syt1;Kcnc2;Gabrb2;Prkn;Dlgap1;Kctd16;Apba1;Gria3","Inhibitory","PILOvsSHAM","CC","Down"
"84","GO:0098978","glutamatergic synapse","http://amigo.geneontology.org/amigo/term/GO:0098978",473,18,6.25619650994776,2.87714747632668,4.50096445067105e-05,0.00375830531631033,"12298;13869;14802;18212;19281;20979;23792;26414;27062;53623;60367;108071;116837;224997;242443;243499;319924;333605","Rims1;Adam23;Erbb4;Cacnb4;Ptprt;Grin3a;Mapk10;Lrrtm4;Grm5;Gria4;Syt1;Ntrk2;Cadps;Dlgap1;Apba1;Gria3;Il1rapl2;Frmpd4","Inhibitory","PILOvsSHAM","CC","Down"
"85","GO:0098984","neuron to neuron synapse","http://amigo.geneontology.org/amigo/term/GO:0098984",404,16,5.34355896409914,2.99425908977452,7.78579411645497e-05,0.00409498179184548,"13869;14802;18163;18212;19281;20979;26414;50873;53623;108071;116837;224997;242443;243499;244310;333605","Rims1;Erbb4;Ptprt;Grin3a;Mapk10;Lrrtm4;Grm5;Dlgap2;Gria4;Syt1;Ntrk2;Ctnnd2;Prkn;Dlgap1;Gria3;Frmpd4","Inhibitory","PILOvsSHAM","CC","Down"
"86","GO:0099572","postsynaptic specialization","http://amigo.geneontology.org/amigo/term/GO:0099572",412,16,5.44937201289319,2.93611813657502,9.80833962118677e-05,0.00409498179184548,"13869;14401;14802;18163;18212;19281;26414;50873;53623;108071;116837;224997;242443;243499;244310;333605","Rims1;Erbb4;Ptprt;Grin3a;Mapk10;Lrrtm4;Grm5;Dlgap2;Gria4;Gabrb2;Ntrk2;Ctnnd2;Prkn;Dlgap1;Gria3;Frmpd4","Inhibitory","PILOvsSHAM","CC","Down"
"87","GO:1990351","transporter complex","http://amigo.geneontology.org/amigo/term/GO:1990351",296,13,3.91508280537957,3.32049171019759,0.000138886086536782,0.00463879529032853,"12298;14401;14407;14802;15165;20265;22067;53623;83493;238871;242443;243499;268345","Cacnb4;Scn1a;Grin3a;Lrrtm4;Gabrg3;Gria4;Sacm1l;Kcnc2;Gabrb2;Pde4d;Hcn1;Gria3;Trpc5","Inhibitory","PILOvsSHAM","CC","Down"
"88","GO:0043204","perikaryon","http://amigo.geneontology.org/amigo/term/GO:0043204",169,9,2.23530065577415,4.02630401272935,0.00038829757094605,0.0108076157246651,"11899;18163;18212;18484;20713;26414;53623;241489;268345","Pam;Astn1;Pde11a;Serpini1;Mapk10;Kcnc2;Ntrk2;Ctnnd2;Gria3","Inhibitory","PILOvsSHAM","CC","Down"
"89","GO:0043235","receptor complex","http://amigo.geneontology.org/amigo/term/GO:0043235",365,13,4.82772035122819,2.69278231840681,0.0010343489992295,0.0246766118387608,"11658;11682;13869;14401;14407;14802;18212;53623;54712;83493;242443;243499;383348","Erbb4;Grin3a;Lrrtm4;Gabrg3;Gria4;Sacm1l;Plxnc1;Gabrb2;Ntrk2;Alcam;Alk;Kctd16;Gria3","Inhibitory","PILOvsSHAM","CC","Down"
"90","GO:0098982","GABA-ergic synapse","http://amigo.geneontology.org/amigo/term/GO:0098982",93,6,1.23007669223074,4.87774464624559,0.00141012509450333,0.0294363613477571,"13869;14401;14407;116837;170571;232333","Rims1;Erbb4;Slc6a1;Gabrg3;Cntnap4;Gabrb2","Inhibitory","PILOvsSHAM","CC","Down"
